X19,X20,X21,X27,X29,X37,X41,X42,X43,X47,X49,X50,X51,X56,X67,X68,X69,X70,X72,X76,classe
0.6385,0.5,0.5406,0.5335,0.4069,0.4257,0.3012,0.3435,0.4507,0.3833,0.7043,0.5181,0.465,0.795,0.3619,0.5123,0.5065,0.6,0.6115,0.5484,GO0004791@GO0005737@GO0006979@GO0030503
0.5439,0.542,0.575,0.6836,0.4352,0.5783,0.4447,0.48,0.5419,0.3462,0.6487,0.6493,0.6752,0.5664,0.4779,0.6543,0.4902,0.6121,0.6043,0.39,GO0005200@GO0005822@GO0005823@GO0007020
0.5169,0.4542,0.4312,0.4596,0.415,0.3976,0.3318,0.5576,0.4655,0.4718,0.4821,0.552,0.3482,0.6353,0.4586,0.4938,0.4706,0.6545,0.7374,0.5543,GO0016887@GO0005739@GO0005743@GO0009060@GO0051131
0.4831,0.6336,0.575,0.642,0.5223,0.5382,0.5035,0.5271,0.5246,0.6151,0.5502,0.5995,0.535,0.6471,0.4227,0.5278,0.4183,0.4909,0.6115,0.5044,GO0019789@GO0005940@GO0000790@GO0016925@GO0007059
0.4493,0.5954,0.4562,0.6051,0.5162,0.3414,0.3882,0.4918,0.3596,0.4493,0.5376,0.5656,0.4522,0.637,0.4309,0.4784,0.4477,0.5909,0.5324,0.4487,GO0005198@GO0008541@GO0006511
0.5068,0.4733,0.625,0.545,0.5587,0.4518,0.5059,0.5718,0.5788,0.4058,0.6989,0.6131,0.4268,0.595,0.5525,0.8549,0.7908,0.7424,0.4856,0.217,GO0016274@GO0005634@GO0005737@GO0018216@GO0042254
0.4595,0.5763,0.4469,0.515,0.4838,0.5602,0.5906,0.7671,0.8128,0.6473,0.5197,0.3914,0.518,0.7529,0.326,0.0926,0.1863,0.4727,0.6079,0.6774,GO0003844@GO0005737@GO0005978
0.5037,0.4981,0.6478,0.612,0.6457,0.4598,0.6918,0.5529,0.6232,0.4831,0.6846,0.5475,0.4544,0.8521,0.4164,0.5569,0.5087,0.5942,0.6655,0.454,GO0003674@GO0016020@GO0006812
0.5473,0.6947,0.7375,0.5242,0.3502,0.3394,0.2094,0.3906,0.335,0.4525,0.6953,0.6244,0.5541,0.6924,0.5304,0.5617,0.585,0.6879,0.6043,0.434,GO0015662@GO0005739@GO0005789@GO0006486@GO0006874
0.4122,0.5649,0.5629,0.4711,0.4595,0.5141,0.4612,0.6071,0.4631,0.5217,0.6183,0.4208,0.4183,0.7513,0.3204,0.4969,0.5392,0.7182,0.6043,0.4633,GO0003735@GO0005762@GO0006412@GO0006631
0.6047,0.5496,0.6219,0.6928,0.4433,0.243,0.4259,0.5224,0.3005,0.5056,0.7491,0.6357,0.5754,0.6907,0.6878,0.7562,0.6209,0.7364,0.5971,0.3109,GO0003735@GO0005843@GO0006412
0.527,0.6374,0.5312,0.6166,0.3806,0.4498,0.4329,0.5529,0.532,0.3623,0.6398,0.5724,0.4862,0.7261,0.4862,0.6235,0.6144,0.697,0.5,0.3666,GO0031202@GO0005732@GO0005688@GO0046540@GO0005730@GO0006402@GO0000398
0.5034,0.6183,0.4781,0.5521,0.5102,0.4308,0.4059,0.4814,0.4049,0.4348,0.7222,0.6176,0.4926,0.7445,0.4917,0.6698,0.7614,0.7848,0.482,0.2522,GO0008143@GO0005840@GO0005634@GO0005737@GO0006446
0.3142,0.4771,0.45,0.7529,0.668,0.6145,0.5506,0.5247,0.7808,0.6119,0.6738,0.7964,0.5754,0.605,0.4685,0.6173,0.5948,0.7333,0.4784,0.3812,GO0003674@GO0016021@GO0008150
0.5068,0.4351,0.5219,0.5312,0.517,0.5964,0.5035,0.5129,0.4456,0.4138,0.8315,0.7217,0.4968,0.7143,0.511,0.6173,0.6111,0.6636,0.6295,0.4223,GO0016887@GO0003680@GO0000217@GO0003690@GO0000798@GO0006302@GO0000070@GO0007064
0.3514,0.4504,0.5406,0.5866,0.6862,0.6225,0.6141,0.6471,0.702,0.6312,0.4552,0.4186,0.4352,0.6958,0.4669,0.5185,0.4837,0.6697,0.5036,0.3284,GO0003674@GO0005575@GO0008150
0.4459,0.5153,0.4375,0.6051,0.6012,0.5341,0.7176,0.5553,0.5862,0.4944,0.5771,0.5385,0.4013,0.763,0.4282,0.4506,0.5065,0.6,0.6403,0.4927,GO0004322@GO0000329@GO0006826
0.3345,0.5267,0.6406,0.6767,0.6781,0.512,0.6329,0.6635,0.7192,0.7746,0.6165,0.6312,0.5011,0.7261,0.2541,0.4691,0.5752,0.7364,0.6187,0.3666,GO0003674@GO0005575@GO0008150
0.4426,0.4962,0.5812,0.5704,0.5648,0.4598,0.5341,0.5082,0.5493,0.8148,0.2742,0.3959,0.4013,0.321,0.3757,0.463,0.5752,0.6121,0.5935,0.393,GO0003677@GO0005575@GO0008150
0.4797,0.6145,0.4938,0.6097,0.6093,0.488,0.4847,0.7271,0.4631,0.4895,0.6774,0.5498,0.4268,0.6454,0.4834,0.5278,0.5752,0.6182,0.5072,0.3402,GO0005198@GO0005643@GO0006999@GO0006607@GO0006608@GO0006609@GO0006610@GO0006611@GO0006406@GO0006407@GO0006408@GO0006409
0.5541,0.3168,0.6094,0.552,0.5283,0.3655,0.2918,0.5059,0.3744,0.4976,0.6398,0.5747,0.5074,0.6017,0.4309,0.5741,0.5588,0.6152,0.6547,0.3988,GO0004722@GO0005737@GO0000082
0.4595,0.3817,0.5781,0.5912,0.5526,0.3896,0.3506,0.3741,0.431,0.4783,0.6004,0.5656,0.4522,0.7109,0.4088,0.5617,0.5327,0.6273,0.5324,0.4399,GO0000252@GO0005783@GO0005789@GO0006696
0.348,0.5115,0.525,0.5751,0.5688,0.5,0.4306,0.5788,0.5862,0.5845,0.5771,0.4887,0.4204,0.6807,0.384,0.5648,0.5686,0.6848,0.4353,0.346,GO0051087@GO0005739@GO0009060@GO0016226
0.7061,0.374,0.4594,0.0739,0.1053,0.2671,0.7247,0.5294,0.702,0.5459,0.8799,0.8213,0.6603,0.6773,0.1464,0.4105,0.4118,0.6697,0.3993,0.1613,GO0004768@GO0005789@GO0006636@GO0000001
0.4899,0.4809,0.4781,0.5543,0.6559,0.4016,0.3882,0.4659,0.5,0.4734,0.7975,0.6946,0.4628,0.7059,0.4641,0.6636,0.5752,0.6879,0.6295,0.3842,GO0005200@GO0005635@GO0005816@GO0007103@GO0000090
0.4527,0.4771,0.5812,0.6721,0.5972,0.5683,0.4894,0.5529,0.6158,0.4428,0.4283,0.4683,0.4395,0.637,0.5193,0.5,0.5,0.6697,0.464,0.349,GO0008374@GO0005783@GO0005886@GO0019563@GO0000723@GO0015793
0.4493,0.6336,0.4875,0.5519,0.5378,0.5029,0.4572,0.4819,0.4942,0.5449,0.6174,0.5792,0.603,0.8,0.3785,0.3735,0.4052,0.6242,0.6727,0.5337,GO0003997@GO0005782@GO0006635
0.4358,0.4656,0.5531,0.5685,0.5343,0.4658,0.4544,0.5076,0.474,0.4862,0.6161,0.5368,0.4866,0.6443,0.384,0.5247,0.5556,0.6,0.6331,0.3783,GO0030234@GO0005680@GO0005739@GO0008054@GO0031145@GO0000022@GO0000070@GO0007091
0.4358,0.5687,0.5438,0.5681,0.5445,0.5,0.4141,0.5788,0.5,0.5395,0.5968,0.4186,0.4968,0.5311,0.4669,0.5895,0.6078,0.6333,0.4281,0.3109,GO0031202@GO0046540@GO0005739@GO0000398
0.4054,0.5878,0.5688,0.5358,0.5972,0.504,0.5318,0.6024,0.5148,0.6135,0.457,0.405,0.5011,0.6218,0.4227,0.5617,0.5817,0.5909,0.4317,0.4252,GO0031202@GO0005681@GO0000398@GO0007049
0.5372,0.4924,0.5818,0.5774,0.5182,0.5281,0.3412,0.5224,0.4261,0.4412,0.6792,0.586,0.4989,0.6387,0.547,0.75,0.7092,0.603,0.5144,0.3372,GO0004831@GO0005634@GO0005737@GO0006437
0.5912,0.6145,0.4844,0.612,0.4919,0.5161,0.5035,0.5624,0.4433,0.4074,0.6111,0.5656,0.5796,0.5748,0.4779,0.5062,0.5654,0.603,0.5576,0.4076,GO0004402@GO0003713@GO0000124@GO0005671@GO0046695@GO0016573
0.5777,0.5344,0.575,0.5681,0.4899,0.2731,0.4588,0.5671,0.335,0.3607,0.6559,0.5249,0.4204,0.6303,0.5442,0.8117,0.6961,0.7091,0.5468,0.2698,GO0004825@GO0017102@GO0005737@GO0006431
0.5912,0.458,0.5312,0.6074,0.5567,0.4498,0.44,0.3529,0.4778,0.5845,0.4355,0.3959,0.448,0.6975,0.5525,0.6265,0.7843,0.6788,0.6007,0.2375,GO0003724@GO0005737@GO0006417
0.4324,0.3282,0.55,0.545,0.6235,0.4257,0.4871,0.3576,0.4704,0.5008,0.7778,0.6606,0.4904,0.6437,0.3895,0.466,0.4837,0.5758,0.6475,0.3783,GO0005352@GO0005364@GO0015574@GO0005624@GO0015771
0.4189,0.5763,0.4969,0.8661,0.6903,0.498,0.4894,0.4353,0.5788,0.5459,0.5108,0.405,0.4862,0.7832,0.5055,0.5741,0.5588,0.6667,0.4353,0.3695,GO0008028@GO0000324@GO0015718
0.4189,0.4771,0.5531,0.5473,0.3927,0.3293,0.4541,0.5341,0.4557,0.6441,0.6039,0.5317,0.5393,0.6437,0.5276,0.642,0.4575,0.6121,0.4353,0.3871,GO0004121@GO0005737@GO0006790
0.4595,0.4788,0.5094,0.545,0.7368,0.4378,0.2918,0.4565,0.4039,0.4928,0.6398,0.4729,0.4904,0.6891,0.3481,0.5154,0.4706,0.603,0.5719,0.478,GO0008565@GO0005739@GO0005741@GO0031307@GO0008150
0.5676,0.6374,0.4594,0.5427,0.4555,0.4759,0.3812,0.3976,0.4557,0.4654,0.7168,0.5385,0.4204,0.5815,0.5249,0.6327,0.6307,0.6788,0.5863,0.4516,GO0008094@GO0032137@GO0032139@GO0005739@GO0006298@GO0007131@GO0000002
0.5068,0.4847,0.575,0.5889,0.4615,0.3855,0.4494,0.4871,0.367,0.4928,0.6559,0.5701,0.4904,0.6521,0.3978,0.4877,0.4575,0.5818,0.6727,0.4633,GO0004222@GO0000324@GO0006508@GO0007047
0.473,0.5802,0.4562,0.7575,0.6032,0.6406,0.5976,0.5176,0.7611,0.4428,0.6272,0.5656,0.5265,0.6824,0.453,0.4815,0.4739,0.597,0.6115,0.4003,GO0004003@GO0000014@GO0017108@GO0005634@GO0000784@GO0006261@GO0006281@GO0006273@GO0000723@GO0001302
0.4628,0.5115,0.5469,0.6189,0.5081,0.6024,0.4776,0.5976,0.6798,0.5121,0.4552,0.5611,0.5011,0.7176,0.4613,0.3642,0.5065,0.4667,0.5216,0.4487,GO0019778@GO0019779@GO0005739@GO0016020@GO0005737@GO0005829@GO0006501@GO0006914@GO0032258
0.6081,0.416,0.5812,0.642,0.5324,0.4337,0.1953,0.4212,0.2094,0.496,0.6971,0.5362,0.5202,0.6655,0.4558,0.7099,0.6013,0.6242,0.5827,0.3226,GO0003959@GO0005634@GO0005739@GO0005737@GO0008150
0.4696,0.5954,0.6656,0.5676,0.508,0.469,0.4386,0.4882,0.4536,0.4992,0.6559,0.543,0.5605,0.6319,0.442,0.5988,0.6471,0.6121,0.6187,0.3372,GO0003700@GO0000156@GO0005634@GO0006350@GO0000304@GO0006970@GO0008361
0.4932,0.4924,0.6406,0.5781,0.5457,0.4805,0.4578,0.4705,0.498,0.5894,0.6434,0.6606,0.586,0.5681,0.5304,0.6049,0.5,0.6091,0.6151,0.2111,GO0003674@GO0005575@GO0008150
0.5777,0.4733,0.6906,0.6051,0.5931,0.4538,0.5576,0.2588,0.5591,0.3591,0.5054,0.5407,0.5711,0.7681,0.3425,0.463,0.5523,0.6758,0.6151,0.4868,GO0003674@GO0009277@GO0008150
0.5473,0.5649,0.5125,0.5935,0.5304,0.4116,0.4706,0.4188,0.2906,0.4734,0.6165,0.5973,0.5053,0.5647,0.4751,0.5833,0.634,0.6606,0.3813,0.4516,GO0003949@GO0005622@GO0000105
0.5135,0.5229,0.5844,0.3926,0.504,0.3695,0.2141,0.4612,0.298,0.4879,0.4444,0.4186,0.5393,0.7193,0.4503,0.537,0.6438,0.6091,0.5612,0.4604,GO0005515@GO0000145@GO0005934@GO0007121@GO0006906@GO0006904@GO0000910@GO0006893
0.5811,0.5725,0.6156,0.6536,0.6599,0.4237,0.2,0.3929,0.367,0.5121,0.491,0.457,0.4607,0.5815,0.4392,0.463,0.4869,0.5758,0.6295,0.5249,GO0035091@GO0031932@GO0005739@GO0005886@GO0005737@GO0045011@GO0030950@GO0001558
0.3784,0.3969,0.5625,0.5104,0.4008,0.4598,0.4776,0.6753,0.4286,0.5539,0.6039,0.3959,0.3227,0.6958,0.4282,0.6111,0.3889,0.6061,0.518,0.3548,GO0004129@GO0005751@GO0005739@GO0006123
0.6824,0.7786,0.6125,0.8176,0.7024,0.496,0.5059,0.3835,0.2956,0.2947,0.6129,0.6629,0.535,0.6303,0.3066,0.4444,0.6961,0.8485,0.8705,0.5249,GO0003674@GO0009277@GO0000226
0.4932,0.5763,0.5031,0.6143,0.6275,0.6024,0.5459,0.4094,0.7463,0.5862,0.4427,0.4593,0.4841,0.6622,0.3122,0.4167,0.4575,0.5091,0.5863,0.5572,GO0004564@GO0005576@GO0005739@GO0005737@GO0005987
0.4561,0.5916,0.5281,0.6305,0.5547,0.4598,0.5412,0.4753,0.5542,0.5765,0.6165,0.3937,0.5138,0.7059,0.4365,0.5062,0.5033,0.5485,0.6619,0.563,GO0030674@GO0030479@GO0005886@GO0007120@GO0007121@GO0000147@GO0006897@GO0000910
0.4932,0.416,0.425,0.5335,0.4798,0.3353,0.3082,0.4165,0.3842,0.43,0.6774,0.6176,0.4246,0.6941,0.3978,0.6512,0.4641,0.6576,0.5468,0.5015,GO0003896@GO0005658@GO0006260@GO0006269@GO0006270@GO0006273
0.4791,0.3969,0.6094,0.5289,0.5405,0.3815,0.4212,0.5059,0.5,0.5749,0.5968,0.5543,0.3652,0.6588,0.5221,0.5864,0.5196,0.6182,0.4245,0.5073,GO0003674@GO0005739@GO0008150
0.4392,0.4618,0.5625,0.5473,0.5911,0.4217,0.3176,0.4494,0.4335,0.5539,0.6219,0.5136,0.4459,0.6756,0.4862,0.6358,0.5621,0.6909,0.5612,0.3812,GO0003674@GO0005575@GO0006807
0.4628,0.4771,0.6094,0.3326,0.502,0.5683,0.2588,0.1953,0.3399,0.5217,0.5412,0.4796,0.414,0.5328,0.3398,0.4167,0.402,0.5121,0.6655,0.4956,GO0004474@GO0005575@GO0000256
0.3682,0.3588,0.4094,0.5312,0.4008,0.49,0.4894,0.32,0.4236,0.5604,0.6452,0.4163,0.3631,0.6286,0.5994,0.5123,0.4379,0.4485,0.4281,0.4457,GO0004602@GO0004364@GO0005739@GO0005783@GO0005741@GO0006749
0.4088,0.5878,0.548,0.5681,0.5324,0.5221,0.4424,0.4894,0.4877,0.4477,0.5305,0.6312,0.5605,0.4756,0.3453,0.5741,0.5588,0.6545,0.5252,0.3196,GO0003674@GO0005634@GO0007094
0.5034,0.4695,0.6156,0.5196,0.5142,0.3534,0.2165,0.2588,0.2833,0.5604,0.7545,0.6923,0.603,0.6269,0.3508,0.6173,0.6536,0.6152,0.5755,0.3402,GO0008251@GO0005634@GO0005737@GO0006400
0.4966,0.5992,0.5,0.4596,0.5263,0.4538,0.4847,0.4353,0.6034,0.4509,0.5968,0.5452,0.603,0.6555,0.4613,0.4167,0.4346,0.5636,0.6043,0.4018,GO0005200@GO0005874@GO0007047@GO0007026
0.473,0.5802,0.6031,0.5889,0.5405,0.3494,0.3247,0.4471,0.3842,0.4122,0.5824,0.5339,0.5775,0.5731,0.4807,0.6265,0.6438,0.6212,0.5683,0.4164,GO0004004@GO0031499@GO0005634@GO0005730@GO0016075@GO0016078@GO0043634@GO0006365@GO0043630@GO0042254@GO0006406
0.2568,0.2023,0.4719,0.254,0.581,0.243,0.7929,0.6918,0.7635,0.504,0.5341,0.4457,0.2569,0.7597,0.6243,0.7685,0.6176,0.6303,0.4496,0.2053,GO0003674@GO0005576@GO0005635@GO0000324@GO0005783@GO0008150
0.5574,0.5763,0.5688,0.5889,0.4028,0.3735,0.3788,0.2094,0.3744,0.3833,0.6523,0.5995,0.5499,0.6689,0.3729,0.5154,0.6176,0.7121,0.8345,0.3636,GO0003723@GO0001965@GO0005844@GO0005789@GO0042175@GO0006348@GO0030466@GO0007059@GO0000750@GO0045141@GO0042493@GO0008298
0.5439,0.5534,0.3656,0.6328,0.5096,0.407,0.447,0.6541,0.445,0.475,0.69,0.5882,0.603,0.5193,0.5166,0.5031,0.5556,0.7212,0.5576,0.3695,GO0004709@GO0005622@GO0006468@GO0030968@GO0007243@GO0007584@GO0030468@GO0001101
0.5203,0.4809,0.5562,0.6744,0.5243,0.4056,0.3906,0.4118,0.4655,0.4557,0.6004,0.5023,0.5287,0.5765,0.4862,0.5309,0.5065,0.7,0.6439,0.4868,GO0015079@GO0045121@GO0000723@GO0030007
0.4899,0.5344,0.5781,0.5312,0.5283,0.3896,0.3765,0.5765,0.4655,0.5395,0.5627,0.5023,0.4841,0.4151,0.3923,0.5031,0.5327,0.5848,0.6187,0.4604,GO0008565@GO0005515@GO0030904@GO0005768@GO0042147@GO0045053
0.3986,0.5229,0.4688,0.582,0.5162,0.5703,0.6118,0.6118,0.7167,0.5069,0.4104,0.3937,0.4225,0.7731,0.3978,0.3333,0.2908,0.4576,0.5935,0.6188,GO0004691@GO0005952@GO0005737@GO0006468@GO0007265@GO0007124
0.5068,0.5573,0.5375,0.5797,0.4838,0.51,0.3624,0.4659,0.2906,0.3333,0.6254,0.5882,0.6263,0.6538,0.4144,0.5,0.5686,0.6485,0.6655,0.4985,GO0016251@GO0016514@GO0006338
0.5912,0.4313,0.6281,0.5404,0.5324,0.3293,0.3553,0.5388,0.3128,0.4799,0.6505,0.4887,0.5223,0.5529,0.4945,0.6451,0.5948,0.6727,0.5324,0.3138,GO0051082@GO0016272@GO0006457@GO0007010@GO0000723
0.4662,0.3855,0.6,0.4088,0.4109,0.4378,0.2706,0.4965,0.3227,0.496,0.4839,0.4208,0.4947,0.679,0.3481,0.6019,0.5784,0.6182,0.5683,0.3666,GO0019904@GO0005739@GO0043461
0.5811,0.5076,0.5969,0.6882,0.5344,0.5863,0.4565,0.5247,0.5665,0.4976,0.7276,0.6086,0.5839,0.6833,0.4669,0.784,0.7582,0.7091,0.536,0.2346,GO0003735@GO0005843@GO0006412@GO0000723
0.4731,0.4771,0.4594,0.5497,0.5425,0.5382,0.4447,0.4894,0.601,0.4106,0.8459,0.6652,0.4225,0.6387,0.3702,0.5216,0.3856,0.5788,0.5468,0.4169,GO0004557@GO0005575@GO0008150
0.4932,0.4427,0.6062,0.5912,0.5729,0.4337,0.3176,0.4824,0.4729,0.6828,0.6416,0.5995,0.5775,0.3647,0.3674,0.5401,0.3889,0.5606,0.6187,0.5308,GO0004558@GO0005575@GO0008150
0.4595,0.3588,0.4844,0.3326,0.3988,0.3855,0.2282,0.5294,0.4384,0.5411,0.6541,0.5837,0.4246,0.6874,0.4144,0.4753,0.451,0.5152,0.5144,0.5308,GO0000334@GO0005737@GO0009435
0.473,0.4504,0.4594,0.5612,0.4069,0.4317,0.3553,0.4235,0.3916,0.5105,0.5896,0.5362,0.4841,0.7176,0.4724,0.463,0.5621,0.5697,0.5396,0.4135,GO0003674@GO0030122@GO0016192
0.4257,0.4466,0.525,0.5219,0.5121,0.4378,0.4588,0.3882,0.3695,0.7037,0.7724,0.6674,0.3907,0.605,0.4586,0.537,0.5752,0.6212,0.6007,0.5249,GO0000773@GO0005739@GO0005783@GO0006656
0.4865,0.4466,0.5844,0.6443,0.5547,0.5562,0.5506,0.5812,0.5345,0.43,0.6165,0.6357,0.4947,0.6992,0.547,0.6389,0.6209,0.6394,0.6079,0.4194,GO0000009@GO0000136@GO0006080@GO0000032
0.5236,0.3702,0.5969,0.5104,0.4231,0.2651,0.2918,0.5835,0.3645,0.5121,0.647,0.5656,0.4204,0.6924,0.326,0.3858,0.5,0.7121,0.5863,0.4927,GO0008487@GO0005741@GO0030176@GO0007323
0.4155,0.5,0.4594,0.6005,0.502,0.3996,0.3553,0.3741,0.4655,0.496,0.586,0.5158,0.482,0.7361,0.4475,0.4321,0.4085,0.5545,0.5288,0.5484,GO0003674@GO0005575@GO0006623
0.5709,0.6756,0.4875,0.6005,0.4211,0.4357,0.3812,0.3576,0.3842,0.5878,0.595,0.5136,0.4671,0.7361,0.4558,0.5185,0.5817,0.5788,0.6043,0.4868,GO0003674@GO0009277@GO0008150
0.4223,0.5534,0.5703,0.485,0.5162,0.4438,0.2518,0.5035,0.3768,0.4783,0.7419,0.6131,0.4034,0.5849,0.4392,0.7037,0.6405,0.6152,0.5295,0.5103,GO0003674@GO0005624@GO0030489@GO0000027@GO0042254@GO0042273
0.5169,0.5725,0.5875,0.4434,0.4008,0.4076,0.2094,0.2824,0.2414,0.3462,0.7348,0.638,0.5902,0.6924,0.6298,0.7315,0.5817,0.6636,0.6043,0.4399,GO0004470@GO0005739@GO0006520@GO0006090
0.5845,0.5954,0.4594,0.6212,0.4777,0.6345,0.5576,0.5318,0.5567,0.5153,0.5771,0.5498,0.4841,0.7092,0.5,0.5401,0.5261,0.5818,0.5252,0.437,GO0003677@GO0003714@GO0003702@GO0016563@GO0005634@GO0006006@GO0016481@GO0046324
0.4527,0.416,0.4125,0.3557,0.4089,0.49,0.3059,0.4353,0.4975,0.4058,0.8656,0.7149,0.4437,0.6353,0.5276,0.5895,0.6895,0.6844,0.5827,0.3255,GO0003896@GO0005635@GO0005658@GO0005634@GO0000731@GO0006269@GO0006270@GO0006273
0.4966,0.5229,0.65,0.5589,0.5243,0.3534,0.3341,0.2024,0.2611,0.438,0.6828,0.5566,0.5924,0.642,0.6188,0.8673,0.7484,0.6939,0.5612,0.3109,GO0003724@GO0005730@GO0042254
0.5203,0.3015,0.55,0.0277,0.1275,0.1406,0.4753,0.5318,0.9163,0.5185,0.4946,0.4751,0.448,1.0,0.1851,0.3951,0.4085,0.4152,0.3993,0.8798,GO0005199@GO0009277@GO0007047@GO0006886
0.4899,0.5344,0.6625,0.4319,0.6154,0.4197,0.4471,0.2988,0.3276,0.3994,0.5412,0.509,0.5244,0.6824,0.4972,0.5093,0.5131,0.6364,0.6187,0.4311,GO0008565@GO0030120@GO0006886@GO0006893
0.6959,0.5344,0.3969,0.642,0.5709,0.4578,0.48,0.3929,0.4852,0.5282,0.5663,0.4434,0.4904,0.7529,0.5635,0.5093,0.6046,0.7303,0.5899,0.1789,GO0016303@GO0004674@GO0005515@GO0031931@GO0031932@GO0005739@GO0005774@GO0005886@GO0031234@GO0007266@GO0030037@GO0030950@GO0042254@GO0006897@GO0000080@GO0000074@GO0001558
0.5169,0.4504,0.6312,0.4296,0.4433,0.2831,0.3247,0.3906,0.2882,0.4686,0.6864,0.5792,0.4862,0.6353,0.6381,0.6852,0.5784,0.5636,0.3633,0.1642,GO0004152@GO0005737@GO0019898@GO0006207
0.4865,0.4924,0.4125,0.4596,0.4393,0.3815,0.3929,0.4635,0.2167,0.4976,0.5735,0.4638,0.3928,0.7412,0.4254,0.5062,0.5065,0.603,0.6043,0.4868,GO0003735@GO0005762@GO0005739@GO0006412
0.4426,0.5916,0.5438,0.6051,0.6073,0.6546,0.5247,0.4894,0.6552,0.6055,0.5591,0.4774,0.4183,0.763,0.4392,0.287,0.3595,0.4758,0.6079,0.6628,GO0003857@GO0004300@GO0005782@GO0006635
0.5541,0.4885,0.4594,0.6998,0.6417,0.4598,0.6118,0.36,0.4631,0.562,0.6039,0.4706,0.397,0.7109,0.3536,0.3673,0.366,0.4758,0.6619,0.5601,GO0003674@GO0005811@GO0009060
0.723,0.5878,0.475,0.6236,0.5324,0.5241,0.6894,0.5671,0.6601,0.5105,0.6398,0.5747,0.293,0.7042,0.5497,0.5802,0.5065,0.7212,0.6187,0.434,GO0005537@GO0009277@GO0000501
0.4696,0.4695,0.4938,0.4088,0.4453,0.3815,0.1718,0.5129,0.3966,0.5797,0.5341,0.4231,0.4225,0.7546,0.5138,0.6296,0.5915,0.5242,0.6619,0.4516,GO0008379@GO0016531@GO0005758@GO0005739@GO0005829@GO0008535@GO0015680
0.4426,0.5038,0.55,0.3741,0.5081,0.3996,0.2729,0.3129,0.3079,0.4573,0.6667,0.5588,0.5202,0.6555,0.5967,0.9167,0.8072,0.5818,0.554,0.2727,GO0030515@GO0005732@GO0030532@GO0005730@GO0006365@GO0030490@GO0000154
0.5803,0.5611,0.3344,0.7067,0.6275,0.4719,0.5027,0.4866,0.5081,0.4686,0.5717,0.4231,0.482,0.7176,0.6851,0.5309,0.5425,0.7394,0.596,0.1935,GO0015127@GO0015086@GO0000329@GO0015691@GO0015723
0.402,0.4427,0.5438,0.4111,0.3623,0.4116,0.1412,0.5153,0.4335,0.5024,0.595,0.5611,0.5032,0.6605,0.5249,0.6481,0.6503,0.6576,0.5432,0.3783,GO0003674@GO0005643@GO0031301@GO0006913
0.4054,0.4504,0.4062,0.4249,0.3543,0.498,0.4518,0.4353,0.5172,0.3833,0.9247,0.7511,0.5902,0.7597,0.5635,0.7438,0.8072,0.8273,0.5216,0.2581,GO0003677@GO0005656@GO0005657@GO0006267@GO0006270@GO0006271
0.7095,0.5,0.6594,0.5658,0.4534,0.2751,0.3271,0.4424,0.3374,0.4928,0.6219,0.5068,0.5096,0.7546,0.3315,0.4537,0.4641,0.6333,0.6547,0.563,GO0004707@GO0005634@GO0005737@GO0006468@GO0007231@GO0006972@GO0046685@GO0046020@GO0045944
0.5574,0.3817,0.6437,0.5473,0.581,0.4217,0.3929,0.1741,0.436,0.5153,0.5986,0.5226,0.4119,0.7429,0.4337,0.6235,0.6013,0.5939,0.6043,0.434,GO0000007@GO0005886@GO0006831
0.5338,0.5573,0.6,0.5543,0.5628,0.3855,0.3718,0.2447,0.3128,0.4911,0.6362,0.5023,0.5308,0.6857,0.4254,0.5648,0.5523,0.5636,0.6547,0.4487,GO0015385@GO0005886@GO0030007@GO0006970
0.5912,0.3855,0.6094,0.6467,0.3543,0.4137,0.3176,0.2094,0.3941,0.5362,0.6989,0.5973,0.4841,0.7916,0.4171,0.6667,0.6405,0.7667,0.6655,0.3988,GO0003674@GO0005634@GO0005737@GO0008150
0.5642,0.5649,0.5,0.5612,0.5061,0.2871,0.2118,0.5153,0.0099,0.3816,0.6613,0.5566,0.5626,0.8218,0.5884,0.8117,0.8105,0.7788,0.5396,0.2346,GO0003674@GO0031428@GO0005634@GO0005730@GO0006365@GO0030490@GO0000154@GO0042254
0.4392,0.5534,0.4406,0.649,0.5628,0.5502,0.5153,0.3624,0.5443,0.3639,0.5824,0.5136,0.5435,0.721,0.5414,0.466,0.4477,0.5394,0.6403,0.5132,GO0015093@GO0005384@GO0005794@GO0000329@GO0005624@GO0006874@GO0006879@GO0030026
0.4088,0.4695,0.5625,0.6582,0.5648,0.5442,0.4282,0.5106,0.5887,0.6747,0.5824,0.4842,0.448,0.6487,0.4033,0.4506,0.4183,0.4485,0.5324,0.607,GO0003674@GO0005739@GO0005743@GO0006067
0.6318,0.6069,0.5375,0.6212,0.5668,0.3855,0.3624,0.6,0.2044,0.5233,0.7276,0.5928,0.465,0.842,0.6188,0.7716,0.7222,0.7818,0.4568,0.2845,GO0003735@GO0005843@GO0006412
0.4291,0.4885,0.4719,0.5312,0.4798,0.5643,0.3176,0.4141,0.4507,0.467,0.6595,0.5226,0.4777,0.7378,0.4475,0.537,0.5425,0.5667,0.5288,0.4457,GO0003674@GO0005739@GO0007047
0.3851,0.4695,0.5531,0.5589,0.5951,0.3916,0.4518,0.5365,0.4926,0.5411,0.5717,0.5204,0.4989,0.6215,0.4254,0.4938,0.4967,0.5636,0.6655,0.4985,GO0019789@GO0000228@GO0016925@GO0007129@GO0007130
